"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MSPB-1 Achievement Threshold","MSPB-1 Benchmark","MSPB-1 Baseline Rate","MSPB-1 Performance Rate","MSPB-1 Achievement Points","MSPB-1 Improvement Points","MSPB-1 Measure Score"
"2021","100122",NORTH OKALOOSA MEDICAL CENTER,"151 REDSTONE AVE SE",CRESTVIEW,FL,"32539",Okaloosa,"0.987266","0.852083","1.016257","1.023095","0 out of 10","0 out of 9","0 out of 10"
"2021","100124",SANTA ROSA MEDICAL CENTER,"6002 BERRYHILL RD",MILTON,FL,"32570",Santa Rosa,"0.987266","0.852083","0.994494","0.986703","1 out of 10","0 out of 9","1 out of 10"
"2021","100125",HOMESTEAD HOSPITAL,"975 BAPTIST WAY",HOMESTEAD,FL,"33033",Miami-Dade,"0.987266","0.852083","1.123787","1.030183","0 out of 10","3 out of 9","3 out of 10"
"2021","100126",PALMS OF PASADENA HOSPITAL,"1501 PASADENA AVE S",SAINT PETERSBURG,FL,"33707",Pinellas,"0.987266","0.852083","1.066557","1.080316","0 out of 10","0 out of 9","0 out of 10"
"2021","100127",MORTON PLANT HOSPITAL,"300 PINELLAS ST",CLEARWATER,FL,"33756",Pinellas,"0.987266","0.852083","1.038961","1.012766","0 out of 10","1 out of 9","1 out of 10"
"2021","100131",AVENTURA HOSPITAL AND MEDICAL CENTER,"20900 BISCAYNE BLVD",AVENTURA,FL,"33180",Miami-Dade,"0.987266","0.852083","1.042043","1.035014","0 out of 10","0 out of 9","0 out of 10"
"2021","100132",SOUTH FLORIDA BAPTIST HOSPITAL,"301 N ALEXANDER ST",PLANT CITY,FL,"33563",Hillsborough,"0.987266","0.852083","1.024761","1.036525","0 out of 10","0 out of 9","0 out of 10"
"2021","100135",TALLAHASSEE MEMORIAL HOSPITAL,"1300 MICCOSUKEE RD",TALLAHASSEE,FL,"32308",Leon,"0.987266","0.852083","1.022265","1.043431","0 out of 10","0 out of 9","0 out of 10"
"2021","100137",ADVENTHEALTH HEART OF FLORIDA,"40100 HWY 27",DAVENPORT,FL,"33837",Polk,"0.987266","0.852083","0.987830","0.992286","0 out of 10","0 out of 9","0 out of 10"
"2021","100140",BAPTIST MEDICAL CENTER - NASSAU,"1250 S 18TH ST",FERNANDINA BEACH,FL,"32034",Nassau,"0.987266","0.852083","0.947152","0.918365","5 out of 10","3 out of 9","5 out of 10"
"2021","100142",JACKSON HOSPITAL,"4250 HOSPITAL DR",MARIANNA,FL,"32446",Jackson,"0.987266","0.852083","1.050921","1.107663","0 out of 10","0 out of 9","0 out of 10"
"2021","100150",LOWER KEYS MEDICAL CENTER,"5900 COLLEGE ROAD",KEY WEST,FL,"33040",Monroe,"0.987266","0.852083","0.929898","0.993488","0 out of 10","0 out of 9","0 out of 10"
"2021","100151",MAYO CLINIC,"4500 SAN PABLO RD",JACKSONVILLE,FL,"32224",Duval,"0.987266","0.852083","0.971203","0.957632","2 out of 10","1 out of 9","2 out of 10"
"2021","100154",SOUTH MIAMI HOSPITAL,"6200 SW 73RD ST",SOUTH MIAMI,FL,"33143",Miami-Dade,"0.987266","0.852083","1.014517","1.011646","0 out of 10","0 out of 9","0 out of 10"
"2021","100156",LAKE CITY MEDICAL CENTER,"340 NW COMMERCE DR",LAKE CITY,FL,"32055",Columbia,"0.987266","0.852083","1.018796","0.972073","2 out of 10","2 out of 9","2 out of 10"
"2021","100157",LAKELAND REGIONAL MEDICAL CENTER,"1324 LAKELAND HILLS BLVD",LAKELAND,FL,"33805",Polk,"0.987266","0.852083","0.985841","1.003515","0 out of 10","0 out of 9","0 out of 10"
"2021","100161",CENTRAL FLORIDA REGIONAL HOSPITAL,"1401 W SEMINOLE BLVD",SANFORD,FL,"32771",Seminole,"0.987266","0.852083","1.014817","0.968472","2 out of 10","2 out of 9","2 out of 10"
"2021","100166",DOCTORS HOSPITAL OF SARASOTA,"5731 BEE RIDGE RD",SARASOTA,FL,"34233",Sarasota,"0.987266","0.852083","1.077755","1.044639","0 out of 10","1 out of 9","1 out of 10"
"2021","100167",PLANTATION GENERAL HOSPITAL,"401 NW 42ND AVE",PLANTATION,FL,"33317",Broward,"0.987266","0.852083","1.027386","1.028767","0 out of 10","0 out of 9","0 out of 10"
"2021","100168",BOCA RATON REGIONAL HOSPITAL,"800 MEADOWS RD",BOCA RATON,FL,"33486",Palm Beach,"0.987266","0.852083","1.068557","1.030168","0 out of 10","1 out of 9","1 out of 10"
"2021","100173",ADVENTHEALTH TAMPA,"3100 E FLETCHER AVE",TAMPA,FL,"33613",Hillsborough,"0.987266","0.852083","1.079196","1.060368","0 out of 10","0 out of 9","0 out of 10"
"2021","100175",DESOTO MEMORIAL HOSPITAL,"900 N ROBERT AVE",ARCADIA,FL,"34265",DeSoto,"0.987266","0.852083","0.977831","0.985611","1 out of 10","0 out of 9","1 out of 10"
"2021","100176",PALM BEACH GARDENS MEDICAL CENTER,"3360 BURNS RD",PALM BEACH GARDENS,FL,"33410",Palm Beach,"0.987266","0.852083","1.072611","1.018634","0 out of 10","2 out of 9","2 out of 10"
"2021","100177",CAPE CANAVERAL HOSPITAL,"701 W COCOA BEACH CAUSEWAY",COCOA BEACH,FL,"32932",Brevard,"0.987266","0.852083","1.019223","1.006541","0 out of 10","0 out of 9","0 out of 10"
"2021","100179",MEMORIAL HOSPITAL JACKSONVILLE,"3625 UNIVERSITY BLVD S",JACKSONVILLE,FL,"32216",Duval,"0.987266","0.852083","1.040600","1.018132","0 out of 10","1 out of 9","1 out of 10"
"2021","100180",ST PETERSBURG GENERAL HOSPITAL,"6500 38TH AVE N",SAINT PETERSBURG,FL,"33710",Pinellas,"0.987266","0.852083","1.094272","0.999235","0 out of 10","3 out of 9","3 out of 10"
"2021","100181",LARKIN COMMUNITY HOSPITAL,"7031 SW 62ND AVE",SOUTH MIAMI,FL,"33143",Miami-Dade,"0.987266","0.852083","1.071835","1.077981","0 out of 10","0 out of 9","0 out of 10"
"2021","100183",CORAL GABLES HOSPITAL,"3100 DOUGLAS RD",CORAL GABLES,FL,"33134",Miami-Dade,"0.987266","0.852083","1.110318","1.149639","0 out of 10","0 out of 9","0 out of 10"
"2021","100187",PALMETTO GENERAL HOSPITAL,"2001 W 68TH ST",HIALEAH,FL,"33016",Miami-Dade,"0.987266","0.852083","1.141556","1.121957","0 out of 10","0 out of 9","0 out of 10"
"2021","100189",NORTHWEST MEDICAL CENTER,"2801 N STATE RD 7",MARGATE,FL,"33063",Broward,"0.987266","0.852083","1.058240","1.038293","0 out of 10","0 out of 9","0 out of 10"
"2021","100191",MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401",TRINITY,FL,"34655",Pasco,"0.987266","0.852083","0.997554","1.016602","0 out of 10","0 out of 9","0 out of 10"
"2021","100200",BROWARD HEALTH IMPERIAL POINT,"6401 N FEDERAL HWY",FORT LAUDERDALE,FL,"33308",Broward,"0.987266","0.852083","1.049757","1.045532","0 out of 10","0 out of 9","0 out of 10"
"2021","100204",NORTH FLORIDA REGIONAL MEDICAL CENTER,"6500 NEWBERRY RD",GAINESVILLE,FL,"32605",Alachua,"0.987266","0.852083","1.005788","1.006638","0 out of 10","0 out of 9","0 out of 10"
"2021","100206",MEMORIAL HOSPITAL OF TAMPA,"2901 W SWANN AVE",TAMPA,FL,"33609",Hillsborough,"0.987266","0.852083","0.944267","0.987076","1 out of 10","0 out of 9","1 out of 10"
"2021","100209",KENDALL REGIONAL MEDICAL CENTER,"11750 BIRD RD",MIAMI,FL,"33175",Miami-Dade,"0.987266","0.852083","1.024327","1.048872","0 out of 10","0 out of 9","0 out of 10"
"2021","100211",ADVENTHEALTH DADE CITY,"13100 FT KING RD",DADE CITY,FL,"33525",Pasco,"0.987266","0.852083","1.001992","1.063295","0 out of 10","0 out of 9","0 out of 10"
"2021","100212",OCALA REGIONAL MEDICAL CENTER,"1431 SW 1ST AVE",OCALA,FL,"34478",Marion,"0.987266","0.852083","1.021704","1.008929","0 out of 10","0 out of 9","0 out of 10"
"2021","100213",BLAKE MEDICAL CENTER,"2020 59TH ST W",BRADENTON,FL,"34209",Manatee,"0.987266","0.852083","1.024832","1.024381","0 out of 10","0 out of 9","0 out of 10"
"2021","100217",STEWARD SEBASTIAN RIVER MEDICAL CENTER,"13695 US HWY 1",SEBASTIAN,FL,"32978",Indian River,"0.987266","0.852083","1.008456","0.986377","1 out of 10","1 out of 9","1 out of 10"
"2021","100220",GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,"13681 DOCTORS WAY",FORT MYERS,FL,"33912",Lee,"0.987266","0.852083","1.017530","1.011706","0 out of 10","0 out of 9","0 out of 10"
"2021","100223",FORT WALTON BEACH MEDICAL CENTER,"1000 MAR-WALT DR",FORT WALTON BEACH,FL,"32547",Okaloosa,"0.987266","0.852083","1.052792","1.001487","0 out of 10","2 out of 9","2 out of 10"
"2021","100224",UNIVERSITY HOSPITAL AND MEDICAL CENTER,"7201 N UNIVERSITY DR",TAMARAC,FL,"33321",Broward,"0.987266","0.852083","1.130458","1.082385","0 out of 10","1 out of 9","1 out of 10"
"2021","100226",ORANGE PARK MEDICAL CENTER,"2001 KINGSLEY AVE",ORANGE PARK,FL,"32073",Clay,"0.987266","0.852083","1.059411","0.984088","1 out of 10","3 out of 9","3 out of 10"
"2021","100228",WESTSIDE REGIONAL MEDICAL CENTER,"8201 W BROWARD BLVD",PLANTATION,FL,"33324",Broward,"0.987266","0.852083","1.047958","1.063997","0 out of 10","0 out of 9","0 out of 10"
"2021","100230",MEMORIAL HOSPITAL PEMBROKE,"7800 SHERIDAN ST",PEMBROKE PINES,FL,"33024",Broward,"0.987266","0.852083","1.040333","0.990271","0 out of 10","2 out of 9","2 out of 10"
"2021","100231",WEST FLORIDA HOSPITAL,"8383 N DAVIS HWY",PENSACOLA,FL,"32514",Escambia,"0.987266","0.852083","0.994797","0.981711","1 out of 10","0 out of 9","1 out of 10"
"2021","100232",PUTNAM COMMUNITY MEDICAL CENTER,"611 ZEAGLER DR",PALATKA,FL,"32177",Putnam,"0.987266","0.852083","1.004294","0.962309","2 out of 10","2 out of 9","2 out of 10"
"2021","100236",FAWCETT MEMORIAL HOSPITAL,"21298 OLEAN BLVD",PORT CHARLOTTE,FL,"33952",Charlotte,"0.987266","0.852083","1.043410","1.014779","0 out of 10","1 out of 9","1 out of 10"
"2021","100238",NORTHSIDE HOSPITAL,"6000 49TH ST N",SAINT PETERSBURG,FL,"33709",Pinellas,"0.987266","0.852083","1.080482","1.031664","0 out of 10","2 out of 9","2 out of 10"
"2021","100242",GULF COAST REGIONAL MEDICAL CENTER,"449 W 23RD ST",PANAMA CITY,FL,"32405",Bay,"0.987266","0.852083","1.079490","1.045541","0 out of 10","1 out of 9","1 out of 10"
"2021","100243",BRANDON REGIONAL HOSPITAL,"119 OAKFIELD DR",BRANDON,FL,"33511",Hillsborough,"0.987266","0.852083","0.957549","0.976910","1 out of 10","0 out of 9","1 out of 10"
"2021","100244",CAPE CORAL HOSPITAL,"636 DEL PRADO BLVD",CAPE CORAL,FL,"33990",Lee,"0.987266","0.852083","1.042043","1.027722","0 out of 10","0 out of 9","0 out of 10"
"2021","100246",LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,"1700 S 23RD ST",FORT PIERCE,FL,"34950",Saint Lucie,"0.987266","0.852083","1.078844","1.088677","0 out of 10","0 out of 9","0 out of 10"
"2021","100248",LARGO MEDICAL CENTER,"201 14TH ST SW",LARGO,FL,"33770",Pinellas,"0.987266","0.852083","1.102830","1.068246","0 out of 10","1 out of 9","1 out of 10"
"2021","100249",BAYFRONT HEALTH SEVEN RIVERS,"6201 N SUNCOAST BLVD",CRYSTAL RIVER,FL,"34428",Citrus,"0.987266","0.852083","1.013862","0.995204","0 out of 10","1 out of 9","1 out of 10"
"2021","100252",RAULERSON HOSPITAL,"1796 HWY 441 NORTH",OKEECHOBEE,FL,"34972",Okeechobee,"0.987266","0.852083","0.952656","0.904610","6 out of 10","4 out of 9","6 out of 10"
"2021","100253",JUPITER MEDICAL CENTER,"1210 S OLD DIXIE HWY",JUPITER,FL,"33458",Palm Beach,"0.987266","0.852083","1.021254","1.007206","0 out of 10","0 out of 9","0 out of 10"
"2021","100254",CAPITAL REGIONAL MEDICAL CENTER,"2626 CAPITAL MEDICAL BLVD",TALLAHASSEE,FL,"32308",Leon,"0.987266","0.852083","1.043318","1.003454","0 out of 10","2 out of 9","2 out of 10"
"2021","100256",REGIONAL MEDICAL CENTER BAYONET POINT,"14000 FIVAY RD",HUDSON,FL,"34667",Pasco,"0.987266","0.852083","1.029061","1.005399","0 out of 10","1 out of 9","1 out of 10"
"2021","100258",DELRAY MEDICAL CENTER,"5352 LINTON BLVD",DELRAY BEACH,FL,"33484",Palm Beach,"0.987266","0.852083","1.108950","1.065960","0 out of 10","1 out of 9","1 out of 10"
"2021","100259",SOUTH BAY HOSPITAL,"4016 SUN CITY CENTER BLVD",SUN CITY CENTER,FL,"33573",Hillsborough,"0.987266","0.852083","1.016232","0.977127","1 out of 10","2 out of 9","2 out of 10"
"2021","100260",ST LUCIE MEDICAL CENTER,"1800 SE TIFFANY AVE",PORT SAINT LUCIE,FL,"34952",Saint Lucie,"0.987266","0.852083","1.018784","0.996228","0 out of 10","1 out of 9","1 out of 10"
"2021","100264",OAK HILL HOSPITAL,"11375 CORTEZ BLVD",BROOKSVILLE,FL,"34613",Hernando,"0.987266","0.852083","1.025195","1.006245","0 out of 10","1 out of 9","1 out of 10"
"2021","100265",MEASE COUNTRYSIDE HOSPITAL,"3231 MCMULLEN BOOTH RD",SAFETY HARBOR,FL,"34695",Pinellas,"0.987266","0.852083","1.072435","1.038607","0 out of 10","1 out of 9","1 out of 10"
"2021","100266",GULF BREEZE HOSPITAL,"1110 GULF BREEZE PKWY",GULF BREEZE,FL,"32561",Santa Rosa,"0.987266","0.852083","0.929226","0.907916","6 out of 10","2 out of 9","6 out of 10"
"2021","100267",ENGLEWOOD COMMUNITY HOSPITAL,"700 MEDICAL BLVD",ENGLEWOOD,FL,"34223",Sarasota,"0.987266","0.852083","1.031060","0.993127","0 out of 10","2 out of 9","2 out of 10"
"2021","100268",WEST BOCA MEDICAL CENTER,"21644 STATE RD 7",BOCA RATON,FL,"33428",Palm Beach,"0.987266","0.852083","1.064568","1.062178","0 out of 10","0 out of 9","0 out of 10"
"2021","100269",PALMS WEST HOSPITAL,"13001 SOUTHERN BLVD",LOXAHATCHEE,FL,"33470",Palm Beach,"0.987266","0.852083","1.027861","1.001745","0 out of 10","1 out of 9","1 out of 10"
"2021","100275",WELLINGTON REGIONAL MEDICAL CENTER LLC,"10101 FOREST HILL BLVD",WELLINGTON,FL,"33414",Palm Beach,"0.987266","0.852083","1.068322","1.021701","0 out of 10","2 out of 9","2 out of 10"
"2021","100276",BROWARD HEALTH CORAL SPRINGS,"3000 CORAL HILLS DR",CORAL SPRINGS,FL,"33065",Broward,"0.987266","0.852083","1.062531","1.052138","0 out of 10","0 out of 9","0 out of 10"
"2021","100281",MEMORIAL HOSPITAL WEST,"703 N FLAMINGO RD",PEMBROKE PINES,FL,"33028",Broward,"0.987266","0.852083","1.059299","1.016229","0 out of 10","2 out of 9","2 out of 10"
"2021","100284",WESTCHESTER GENERAL HOSPITAL,"2500 SW 75TH AVE",MIAMI,FL,"33155",Miami-Dade,"0.987266","0.852083","1.099258","1.352626","0 out of 10","0 out of 9","0 out of 10"
"2021","100285",MEMORIAL HOSPITAL MIRAMAR,"1901 SW 172ND AVE",MIRAMAR,FL,"33029",Broward,"0.987266","0.852083","1.086764","1.020883","0 out of 10","2 out of 9","2 out of 10"
"2021","100286",PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,"6101 PINE RIDGE ROAD",NAPLES,FL,"34119",Collier,"0.987266","0.852083","0.987504","0.963665","2 out of 10","1 out of 9","2 out of 10"
"2021","100287",GOOD SAMARITAN MEDICAL CENTER,"1309 N FLAGLER DR",WEST PALM BEACH,FL,"33401",Palm Beach,"0.987266","0.852083","1.084905","1.043919","0 out of 10","1 out of 9","1 out of 10"
"2021","100288",ST MARY'S MEDICAL CENTER,"901 45TH ST",WEST PALM BEACH,FL,"33407",Palm Beach,"0.987266","0.852083","1.110135","1.086625","0 out of 10","0 out of 9","0 out of 10"
"2021","100289",CLEVELAND CLINIC HOSPITAL,"3100 WESTON RD",WESTON,FL,"33331",Broward,"0.987266","0.852083","0.958615","0.945453","3 out of 10","1 out of 9","3 out of 10"
"2021","100290","VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL",THE VILLAGES,FL,"32159",Lake,"0.987266","0.852083","1.016536","1.044472","0 out of 10","0 out of 9","0 out of 10"
"2021","100291",STEWARD MELBOURNE HOSPITAL,"250 NORTH WICKHAM ROAD",MELBOURNE,FL,"32935",Brevard,"0.987266","0.852083","1.073670","1.042365","0 out of 10","1 out of 9","1 out of 10"
"2021","100292",SACRED HEART HOSPITAL ON THE EMERALD COAST,"7800 US HWY 98 W",MIRAMAR BEACH,FL,"32550",Walton,"0.987266","0.852083","0.957410","0.957740","2 out of 10","0 out of 9","2 out of 10"
"2021","100296",DOCTORS HOSPITAL,"5000 UNIVERSITY DR",CORAL GABLES,FL,"33146",Miami-Dade,"0.987266","0.852083","1.032262","1.060832","0 out of 10","0 out of 9","0 out of 10"
"2021","100299",LAKEWOOD RANCH MEDICAL CENTER,"8330 LAKEWOOD RANCH BLVD",BRADENTON,FL,"34202",Manatee,"0.987266","0.852083","1.054522","1.027025","0 out of 10","1 out of 9","1 out of 10"
"2021","100302",ST CLOUD REGIONAL MEDICAL CENTER,"2906 17TH STREET",SAINT CLOUD,FL,"34769",Osceola,"0.987266","0.852083","1.036359","1.029157","0 out of 10","0 out of 9","0 out of 10"
"2021","100307",ASCENSION ST VINCENT'S SOUTHSIDE,"4201 BELFORT RD",JACKSONVILLE,FL,"32216",Duval,"0.987266","0.852083","0.984895","0.976210","1 out of 10","0 out of 9","1 out of 10"
"2021","100314",WEST KENDALL BAPTIST HOSPITAL,"9555 SW 162 AVE",MIAMI,FL,"33196",Miami-Dade,"0.987266","0.852083","0.935029","0.980399","1 out of 10","0 out of 9","1 out of 10"
"2021","100315",VIERA HOSPITAL,"8745 N WICKHAM RD",MELBOURNE,FL,"32940",Brevard,"0.987266","0.852083","0.988507","0.991011","0 out of 10","0 out of 9","0 out of 10"
"2021","100316",PALM BAY HOSPITAL,"1425 MALABAR RD, NE",PALM BAY,FL,"32907",Brevard,"0.987266","0.852083","1.004573","0.995432","0 out of 10","0 out of 9","0 out of 10"
"2021","100319",ADVENTHEALTH WESLEY CHAPEL,"2600 BRUCE B DOWNS BLVD",WESLEY CHAPEL,FL,"33544",Pasco,"0.987266","0.852083","0.971311","0.965823","2 out of 10","0 out of 9","2 out of 10"
"2021","100320",POINCIANA MEDICAL CENTER,"325 CYPRESS PKWY",KISSIMMEE,FL,"34758",Osceola,"0.987266","0.852083","0.988022","0.931975","4 out of 10","4 out of 9","4 out of 10"
"2021","100321",ASCENSION ST VINCENT'S CLAY COUNTY,"1670 ST VINCENTS WAY",MIDDLEBURG,FL,"32068",Clay,"0.987266","0.852083","0.955480","0.946076","3 out of 10","0 out of 9","3 out of 10"
"2021","100329",OVIEDO MEDICAL CENTER,"8300 RED BUG LAKE RD",OVIEDO,FL,"32765",Seminole,"0.987266","0.852083","0.986935","1.003879","0 out of 10","0 out of 9","0 out of 10"
"2021","110001",HAMILTON MEDICAL CENTER,"1200 MEMORIAL DRIVE",DALTON,GA,"30720",Whitfield,"0.987266","0.852083","0.922362","0.938503","4 out of 10","0 out of 9","4 out of 10"
"2021","110002",UPSON REGIONAL MEDICAL CENTER,"801 W GORDON STREET",THOMASTON,GA,"30286",Upson,"0.987266","0.852083","0.997943","1.052042","0 out of 10","0 out of 9","0 out of 10"
"2021","110003",MEMORIAL SATILLA HEALTH,"1900 TEBEAU STREET",WAYCROSS,GA,"31501",Ware,"0.987266","0.852083","0.965709","0.974355","1 out of 10","0 out of 9","1 out of 10"
"2021","110005",NORTHSIDE HOSPITAL FORSYTH,"1200 NORTHSIDE FORSYTH DRIVE",CUMMING,GA,"30041",Forsyth,"0.987266","0.852083","0.946894","0.959711","2 out of 10","0 out of 9","2 out of 10"
"2021","110006",ST MARY'S HOSPITAL,"1230 BAXTER STREET",ATHENS,GA,"30606",Clarke,"0.987266","0.852083","0.962667","0.955661","3 out of 10","0 out of 9","3 out of 10"
"2021","110008",NORTHSIDE HOSPITAL CHEROKEE,"450 NORTHSIDE CHEROKEE BOULEVARD",CANTON,GA,"30115",Cherokee,"0.987266","0.852083","0.945335","0.977680","1 out of 10","0 out of 9","1 out of 10"
"2021","110010",EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,"30322",DeKalb,"0.987266","0.852083","0.957917","0.963275","2 out of 10","0 out of 9","2 out of 10"
"2021","110011",TANNER MEDICAL CENTER - CARROLLTON,"705 DIXIE STREET",CARROLLTON,GA,"30117",Carroll,"0.987266","0.852083","1.016434","1.019927","0 out of 10","0 out of 9","0 out of 10"
"2021","110015",TANNER MEDICAL CENTER VILLA RICA,"601 DALLAS HIGHWAY",VILLA RICA,GA,"30180",Carroll,"0.987266","0.852083","0.970080","0.961417","2 out of 10","0 out of 9","2 out of 10"
"2021","110016",WELLSTAR WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD",LAGRANGE,GA,"30240",Troup,"0.987266","0.852083","0.989086","1.014051","0 out of 10","0 out of 9","0 out of 10"
"2021","110018",PIEDMONT NEWTON HOSPITAL,"5126 HOSPITAL DRIVE NE",COVINGTON,GA,"30014",Newton,"0.987266","0.852083","1.040087","1.039887","0 out of 10","0 out of 9","0 out of 10"
"2021","110023",ADVENTHEALTH GORDON,"1035 RED BUD ROAD",CALHOUN,GA,"30701",Gordon,"0.987266","0.852083","0.904974","0.911216","6 out of 10","0 out of 9","6 out of 10"
"2021","110024",CANDLER HOSPITAL,"5353 REYNOLDS STREET",SAVANNAH,GA,"31412",Chatham,"0.987266","0.852083","1.055338","1.051846","0 out of 10","0 out of 9","0 out of 10"
"2021","110025",SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE",BRUNSWICK,GA,"31520",Glynn,"0.987266","0.852083","0.941480","0.910341","6 out of 10","3 out of 9","6 out of 10"
"2021","110027","ST MARY'S SACRED HEART HOSPITAL, INC","367 CLEAR CREEK PARKWAY",LAVONIA,GA,"30553",Franklin,"0.987266","0.852083","0.998269","0.972221","2 out of 10","1 out of 9","2 out of 10"
"2021","110028",UNIVERSITY HOSPITAL,"1350 WALTON WAY",AUGUSTA,GA,"30901",Richmond,"0.987266","0.852083","1.011230","1.003139","0 out of 10","0 out of 9","0 out of 10"
"2021","110029","NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET",GAINESVILLE,GA,"30501",Hall,"0.987266","0.852083","0.917494","0.948340","3 out of 10","0 out of 9","3 out of 10"
"2021","110030",CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY",CARTERSVILLE,GA,"30120",Bartow,"0.987266","0.852083","0.927646","0.935172","4 out of 10","0 out of 9","4 out of 10"
"2021","110031",WELLSTAR SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET",GRIFFIN,GA,"30223",Spalding,"0.987266","0.852083","1.004486","1.076587","0 out of 10","0 out of 9","0 out of 10"
"2021","110032",STEPHENS COUNTY HOSPITAL,"163 HOSPITAL DRIVE",TOCCOA,GA,"30577",Stephens,"0.987266","0.852083","0.912836","0.921806","5 out of 10","0 out of 9","5 out of 10"
"2021","110034",AU MEDICAL CENTER,"1120 15TH STREET",AUGUSTA,GA,"30912",Richmond,"0.987266","0.852083","1.039338","1.057800","0 out of 10","0 out of 9","0 out of 10"
"2021","110035",WELLSTAR KENNESTONE HOSPITAL,"677 CHURCH STREET",MARIETTA,GA,"30060",Cobb,"0.987266","0.852083","0.983254","0.966194","2 out of 10","1 out of 9","2 out of 10"
"2021","110036",MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,"4700 WATERS AVENUE",SAVANNAH,GA,"31404",Chatham,"0.987266","0.852083","1.002759","1.035222","0 out of 10","0 out of 9","0 out of 10"
"2021","110038",JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE & MIMOSA DRIVE",THOMASVILLE,GA,"31792",Thomas,"0.987266","0.852083","0.993714","0.970940","2 out of 10","1 out of 9","2 out of 10"
"2021","110041",HABERSHAM COUNTY MEDICAL CTR,"541 HISTORIC HIGHWAY 441-NORTH",DEMOREST,GA,"30535",Habersham,"0.987266","0.852083","0.932287","0.909973","6 out of 10","2 out of 9","6 out of 10"
"2021","110042",WELLSTAR PAULDING HOSPITAL,"2518 JIMMY LEE SMITH PARKWAY",HIRAM,GA,"30141",Paulding,"0.987266","0.852083","0.897757","0.915345","5 out of 10","0 out of 9","5 out of 10"
"2021","110043",ST JOSEPH'S HOSPITAL - SAVANNAH,"11705 MERCY BOULEVARD",SAVANNAH,GA,"31419",Chatham,"0.987266","0.852083","1.001429","1.035338","0 out of 10","0 out of 9","0 out of 10"
"2021","110044",PHOEBE SUMTER MEDICAL CENTER,"126 HIGHWAY 280 W",AMERICUS,GA,"31719",Sumter,"0.987266","0.852083","0.943578","0.971260","2 out of 10","0 out of 9","2 out of 10"
"2021","110045",NORTHEAST GEORGIA MEDICAL CENTER BARROW,"316 NORTH BROAD STREET",WINDER,GA,"30680",Barrow,"0.987266","0.852083","0.831970","0.864990","9 out of 10","0 out of 9","9 out of 10"
"2021","110046","PIEDMONT WALTON HOSPITAL, INC","2151 W SPRING STREET",MONROE,GA,"30655",Walton,"0.987266","0.852083","1.000208","0.961059","2 out of 10","2 out of 9","2 out of 10"
"2021","110051",UNION GENERAL HOSPITAL,"35 HOSPITAL ROAD",BLAIRSVILLE,GA,"30512",Union,"0.987266","0.852083","0.940044","0.975005","1 out of 10","0 out of 9","1 out of 10"
"2021","110054",FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233",ROME,GA,"30162",Floyd,"0.987266","0.852083","0.990519","1.019578","0 out of 10","0 out of 9","0 out of 10"
"2021","110064",PIEDMONT COLUMBUS REGIONAL MIDTOWN,"710 CENTER STREET",COLUMBUS,GA,"31901",Muscogee,"0.987266","0.852083","1.052587","1.080796","0 out of 10","0 out of 9","0 out of 10"
"2021","110069",HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD",WARNER ROBINS,GA,"31093",Houston,"0.987266","0.852083","0.979613","1.011239","0 out of 10","0 out of 9","0 out of 10"
"2021","110073",DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447",FITZGERALD,GA,"31750",Ben Hill,"0.987266","0.852083","0.924155","0.973425","1 out of 10","0 out of 9","1 out of 10"
"2021","110074",PIEDMONT ATHENS REGIONAL MEDICAL CENTER,"1199 PRINCE AVENUE",ATHENS,GA,"30606",Clarke,"0.987266","0.852083","0.950448","0.965648","2 out of 10","0 out of 9","2 out of 10"
"2021","110075",EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD",STATESBORO,GA,"30458",Bulloch,"0.987266","0.852083","1.027738","1.064575","0 out of 10","0 out of 9","0 out of 10"
"2021","110076",EMORY DECATUR HOSPITAL,"2701 N DECATUR ROAD",DECATUR,GA,"30033",DeKalb,"0.987266","0.852083","1.016184","1.004688","0 out of 10","0 out of 9","0 out of 10"
